Id,ActivityDate,TotalDistance,TotalSteps,VeryActiveDistance,VeryActiveMinutes,Calories,weekday_number,weekday
8877689391,2016-04-20,18.11,19948,11.02,73,3679,4,Wednesday
8877689391,2016-04-21,17.62,19377,12.29,82,3659,5,Thursday
8877689391,2016-04-22,16.31,18258,10.23,61,3427,6,Friday
8877689391,2016-04-24,15.74,16674,11.01,64,3455,1,Sunday
8877689391,2016-04-26,8.43,11101,1.76,22,2860,3,Tuesday
8877689391,2016-04-27,20.65,23629,13.07,93,3808,4,Wednesday
8877689391,2016-04-28,11.3,14890,4.93,58,3060,5,Thursday
8877689391,2016-04-29,7.39,9733,1.38,18,2698,6,Friday
8877689391,2016-04-30,26.72,27745,21.66,124,4398,7,Saturday
8877689391,2016-05-01,8.32,10930,3.13,36,2786,1,Sunday
8877689391,2016-05-03,8.21,10818,1.39,19,2817,3,Tuesday
8877689391,2016-05-04,16.3,18193,10.42,66,3477,4,Wednesday
8877689391,2016-05-05,10.67,14055,5.46,67,3052,5,Thursday
8877689391,2016-05-06,19.34,21727,12.79,96,4015,6,Friday
8877689391,2016-05-08,8.11,10686,1.08,17,2847,1,Sunday
8877689391,2016-05-09,18.25,20226,11.1,73,3710,2,Monday
8877689391,2016-05-10,8.15,10733,1.35,18,2832,3,Tuesday
8877689391,2016-05-11,19.56,21420,13.22,88,3832,4,Wednesday
8877689391,2016-05-12,6.12,8064,1.82,23,1849,5,Thursday
1624580081,2016-04-12,5.31,8163,0,0,1432,3,Tuesday
1624580081,2016-04-13,4.55,7007,0,0,1411,4,Wednesday
1624580081,2016-04-14,5.92,9107,0,0,1572,5,Thursday
1624580081,2016-04-15,0.98,1510,0,0,1344,6,Friday
1624580081,2016-04-16,3.49,5370,0,0,1463,7,Saturday
1624580081,2016-04-19,1.9,2916,0,0,1435,3,Tuesday
1624580081,2016-04-20,3.23,4974,0,0,1446,4,Wednesday
1624580081,2016-04-21,4.13,6349,0,0,1467,5,Thursday
1624580081,2016-04-22,2.62,4026,0,0,1470,6,Friday
1624580081,2016-04-23,5.55,8538,0,0,1562,7,Saturday
1624580081,2016-04-25,4.22,6497,0,0,1492,2,Monday
1624580081,2016-04-26,1.84,2826,0,0,1402,3,Tuesday
1624580081,2016-04-29,1.55,2390,0,0,1404,6,Friday
1624580081,2016-05-03,1.37,2100,0,0,1334,3,Tuesday
1624580081,2016-05-04,1.43,2193,0,0,1368,4,Wednesday
1624580081,2016-05-05,1.61,2470,0,0,1370,5,Thursday
1624580081,2016-05-06,1.12,1727,0,0,1341,6,Friday
1624580081,2016-05-07,1.37,2104,0,0,1474,7,Saturday
1624580081,2016-05-08,2.23,3427,0,0,1427,1,Sunday
1624580081,2016-05-09,1.13,1732,0,0,1328,2,Monday
1624580081,2016-05-10,1.93,2969,0,0,1393,3,Tuesday
1624580081,2016-05-11,2.04,3134,0,0,1359,4,Wednesday
1624580081,2016-05-12,1.93,2971,0,0,1002,5,Thursday
1644430081,2016-04-20,1.77,2436,0,0,2430,4,Wednesday
1644430081,2016-04-21,0.89,1223,0,0,2140,5,Thursday
1644430081,2016-04-22,2.67,3673,0,0,2344,6,Friday
1644430081,2016-04-23,4.83,6637,0,0,2677,7,Saturday
1644430081,2016-04-24,2.41,3321,0,0,2413,1,Sunday
1644430081,2016-04-27,2.2,3032,0,0,2489,4,Wednesday
1644430081,2016-04-29,2.31,3176,0,0,2498,6,Friday
1644430081,2016-05-04,1.68,2309,0,0,2222,4,Wednesday
1644430081,2016-05-08,4.89,6724,0,0,2987,1,Sunday
1644430081,2016-05-11,0.97,1329,0,0,1276,4,Wednesday
1844505072,2016-04-12,4.43,6697,0,0,2030,3,Tuesday
1844505072,2016-04-13,3.26,4929,0,0,1860,4,Wednesday
1844505072,2016-04-14,5.25,7937,0,0,2130,5,Thursday
1844505072,2016-04-15,2.54,3844,0,0,1725,6,Friday
1844505072,2016-04-16,2.26,3414,0,0,1657,7,Saturday
1844505072,2016-04-18,3.04,4597,0,0,1814,2,Monday
1844505072,2016-04-19,0.13,197,0,0,1366,3,Tuesday
1844505072,2016-04-22,3.55,5372,0,0,1827,6,Friday
1844505072,2016-04-23,2.36,3570,0,0,1645,7,Saturday
1844505072,2016-04-28,4.57,6907,0,0,1992,5,Thursday
1844505072,2016-04-29,3.25,4920,0,0,1856,6,Friday
1844505072,2016-04-30,2.67,4014,0,0,1763,7,Saturday
1844505072,2016-05-01,1.7,2573,0,0,1541,1,Sunday
1844505072,2016-05-04,1.37,2080,0,0,1549,4,Wednesday
1844505072,2016-05-05,1.48,2237,0,0,1589,5,Thursday
1844505072,2016-05-06,0.03,44,0,0,1351,6,Friday
1927972279,2016-04-12,0.47,678,0,0,2220,3,Tuesday
1927972279,2016-04-13,0.25,356,0,0,2151,4,Wednesday
1927972279,2016-04-14,1.5,2163,0,0,2383,5,Thursday
1927972279,2016-04-15,0.68,980,0,0,2221,6,Friday
1927972279,2016-04-18,0.17,244,0,0,2111,2,Monday
1927972279,2016-04-22,0.1,149,0,0,2093,6,Friday
1927972279,2016-04-23,2.04,2945,0,0,2499,7,Saturday
1927972279,2016-04-25,0.11,152,0,0,2100,2,Monday
1927972279,2016-04-28,1.16,1675,0,0,2351,5,Thursday
1927972279,2016-05-04,1.24,1786,0,0,2338,4,Wednesday
1927972279,2016-05-06,1.45,2091,0,0,2383,6,Friday
1927972279,2016-05-07,1.04,1510,0,0,2229,7,Saturday
2022484408,2016-04-23,4.21,6001,0,0,2069,7,Saturday
2022484408,2016-05-08,2.31,3292,0,0,1848,1,Sunday
2026352035,2016-04-13,3.1,4993,0,0,1521,4,Wednesday
2026352035,2016-04-14,2.07,3335,0,0,1431,5,Thursday
2026352035,2016-04-15,2.37,3821,0,0,1444,6,Friday
2026352035,2016-04-16,1.58,2547,0,0,1373,7,Saturday
2026352035,2016-04-17,0.52,838,0,0,1214,1,Sunday
2026352035,2016-04-18,2.06,3325,0,0,1419,2,Monday
2026352035,2016-04-19,1.5,2424,0,0,1356,3,Tuesday
2026352035,2016-04-20,4.48,7222,0,0,1667,4,Wednesday
2026352035,2016-04-21,1.53,2467,0,0,1370,5,Thursday
2026352035,2016-04-22,1.81,2915,0,0,1399,6,Friday
2026352035,2016-04-23,7.71,12357,0,0,1916,7,Saturday
2026352035,2016-04-24,2.16,3490,0,0,1401,1,Sunday
2026352035,2016-04-25,3.73,6017,0,0,1576,2,Monday
2026352035,2016-04-26,3.68,5933,0,0,1595,3,Tuesday
2026352035,2016-04-27,3.77,6088,0,0,1593,4,Wednesday
2026352035,2016-04-28,3.95,6375,0,0,1649,5,Thursday
2026352035,2016-04-29,4.71,7604,0,0,1692,6,Friday
2026352035,2016-04-30,2.93,4729,0,0,1506,7,Saturday
2026352035,2016-05-01,2.28,3609,0,0,1447,1,Sunday
2026352035,2016-05-02,4.35,7018,0,0,1690,2,Monday
2026352035,2016-05-03,3.72,5992,0,0,1604,3,Tuesday
2026352035,2016-05-04,4.07,6564,0,0,1658,4,Wednesday
2026352035,2016-05-05,7.54,12167,0,0,1926,5,Thursday
2026352035,2016-05-06,5.08,8198,0,0,1736,6,Friday
2026352035,2016-05-08,3.45,5528,0,0,1555,1,Sunday
2026352035,2016-05-09,6.62,10685,0,0,1869,2,Monday
2026352035,2016-05-10,0.16,254,0,0,1141,3,Tuesday
2026352035,2016-05-11,5.32,8580,0,0,1698,4,Wednesday
2026352035,2016-05-12,5.51,8891,0,0,1364,5,Thursday
2320127002,2016-04-16,3.41,5057,0,0,1724,7,Saturday
2320127002,2016-04-17,4.18,6198,0,0,1852,1,Sunday
2320127002,2016-04-18,4.42,6559,0,0,1905,2,Monday
2320127002,2016-04-19,4.04,5997,0,0,1811,3,Tuesday
2320127002,2016-04-20,4.85,7192,0,0,1922,4,Wednesday
2320127002,2016-04-22,3.76,5583,0,0,1851,6,Friday
2320127002,2016-04-23,3.42,5079,0,0,1804,7,Saturday
2320127002,2016-04-24,2.81,4165,0,0,1725,1,Sunday
2320127002,2016-04-26,2.3,3409,0,0,1632,3,Tuesday
2320127002,2016-04-27,1.16,1715,0,0,1481,4,Wednesday
2320127002,2016-04-28,1.03,1532,0,0,1473,5,Thursday
2320127002,2016-04-29,0.62,924,0,0,1410,6,Friday
2320127002,2016-04-30,3.08,4571,0,0,1779,7,Saturday
2320127002,2016-05-01,0.52,772,0,0,1403,1,Sunday
2320127002,2016-05-04,0.81,1201,0,0,1426,4,Wednesday
2320127002,2016-05-06,3.29,4878,0,0,1742,6,Friday
2320127002,2016-05-07,4.97,7379,0,0,1972,7,Saturday
2320127002,2016-05-08,3.48,5161,0,0,1821,1,Sunday
2320127002,2016-05-09,2.08,3090,0,0,1630,2,Monday
2320127002,2016-05-10,4.2,6227,0,0,1899,3,Tuesday
2347167796,2016-04-19,4.44,6711,0,0,2346,3,Tuesday
2347167796,2016-04-24,6.26,9471,0,0,2187,1,Sunday
2347167796,2016-04-26,3.95,5980,0,0,1861,3,Tuesday
2347167796,2016-04-28,3.6,5439,0,0,1854,5,Thursday
2347167796,2016-04-29,0.03,42,0,0,403,6,Friday
2873212765,2016-04-13,5.12,7618,0,0,2004,4,Wednesday
2873212765,2016-04-14,5.32,7910,0,0,1893,5,Thursday
2873212765,2016-04-15,5.7,8482,0,0,2063,6,Friday
2873212765,2016-04-17,1.7,2524,0,0,1529,1,Sunday
2873212765,2016-04-19,5.37,7948,0,0,1956,3,Tuesday
2873212765,2016-04-27,2.36,3516,0,46,1966,4,Wednesday
2873212765,2016-05-02,5.06,7525,0,0,1878,2,Monday
2873212765,2016-05-04,5.56,8278,0,0,2015,4,Wednesday
2873212765,2016-05-06,4.75,7063,0,0,1910,6,Friday
2873212765,2016-05-09,5.19,7726,0,0,1906,2,Monday
2873212765,2016-05-10,5.56,8275,0,0,1962,3,Tuesday
2873212765,2016-05-12,5.11,7566,0,0,1431,5,Thursday
3372868164,2016-04-12,3.24,4747,0,0,1788,3,Tuesday
3372868164,2016-04-15,5.08,7451,0,0,1908,6,Friday
3372868164,2016-04-16,4.73,6905,0,0,1908,7,Saturday
3372868164,2016-04-19,5.26,7711,0,0,1985,3,Tuesday
3372868164,2016-04-22,2.62,3843,0,0,1669,6,Friday
3372868164,2016-04-25,4.09,5995,0,0,2010,2,Monday
3372868164,2016-04-28,3.76,5512,0,0,1972,5,Thursday
3372868164,2016-04-29,6.23,9135,0,0,2044,6,Friday
3372868164,2016-05-01,2.1,3077,0,0,1237,1,Sunday
3977333714,2016-04-21,4.08,6093,0,0,1397,5,Thursday
3977333714,2016-04-23,8.07,12058,0,0,1638,7,Saturday
3977333714,2016-04-27,5.04,7193,0,0,1377,4,Wednesday
3977333714,2016-05-07,7.73,11550,0,0,1574,7,Saturday
4020332650,2016-04-14,0.08,108,0,0,2011,5,Thursday
4020332650,2016-04-18,0.04,62,0,0,1995,2,Monday
4020332650,2016-05-02,0.34,475,0,0,2207,2,Monday
4020332650,2016-05-03,3.22,4496,0,0,2828,3,Tuesday
4020332650,2016-05-06,3.13,4369,0,0,2704,6,Friday
4020332650,2016-05-07,4.4,6132,0,0,2975,7,Saturday
4020332650,2016-05-08,4.2,5862,0,0,3089,1,Sunday
4020332650,2016-05-10,3.98,5546,0,0,2926,3,Tuesday
4020332650,2016-05-12,0.42,590,0,0,1120,5,Thursday
4057192912,2016-04-12,4.03,5394,0,0,2286,3,Tuesday
4057192912,2016-04-13,4.47,5974,0,0,2306,4,Wednesday
4319703577,2016-04-12,5.2,7753,0,0,2115,3,Tuesday
4319703577,2016-04-15,3.8,5664,0,0,1985,6,Friday
4319703577,2016-04-16,3.18,4744,0,0,1884,7,Saturday
4319703577,2016-04-17,0.02,29,0,0,1464,1,Sunday
4319703577,2016-04-19,5.99,8925,0,0,2200,3,Tuesday
4319703577,2016-04-20,6.01,8954,0,0,2220,4,Wednesday
4319703577,2016-04-21,2.48,3702,0,0,1792,5,Thursday
4319703577,2016-04-23,3.31,4935,0,0,1945,7,Saturday
4319703577,2016-04-25,6.21,9259,0,0,2314,2,Monday
4319703577,2016-05-01,0.84,1251,0,0,1593,1,Sunday
4319703577,2016-05-02,6.24,9261,0,0,2270,2,Monday
4319703577,2016-05-08,2.46,3672,0,0,1792,1,Sunday
4388161847,2016-04-12,7.78,10122,0,0,2955,3,Tuesday
4388161847,2016-04-15,6.73,8758,0,0,3066,6,Friday
4388161847,2016-04-17,3.58,4660,0,0,2572,1,Sunday
4388161847,2016-05-12,2.59,3369,0,0,1623,5,Thursday
4445114986,2016-04-12,2.2,3276,0,0,2113,3,Tuesday
4445114986,2016-04-13,1.99,2961,0,0,2095,4,Wednesday
4445114986,2016-04-14,2.67,3974,0,0,2194,5,Thursday
4445114986,2016-04-15,4.83,7198,0,0,2496,6,Friday
4445114986,2016-04-16,2.65,3945,0,0,2180,7,Saturday
4445114986,2016-04-17,1.52,2268,0,0,1933,1,Sunday
4445114986,2016-04-19,1.39,2064,0,0,1954,3,Tuesday
4445114986,2016-04-20,1.39,2072,0,0,1974,4,Wednesday
4445114986,2016-04-21,2.56,3809,0,0,2150,5,Thursday
4445114986,2016-04-22,4.58,6831,0,0,2432,6,Friday
4445114986,2016-04-23,2.93,4363,0,0,2149,7,Saturday
4445114986,2016-04-24,3.36,5002,0,0,2247,1,Sunday
4445114986,2016-04-25,2.27,3385,0,0,2070,2,Monday
4445114986,2016-04-28,3.01,4493,0,0,2203,5,Thursday
4445114986,2016-04-29,3.14,4676,0,0,2196,6,Friday
4445114986,2016-04-30,4.18,6222,0,0,2363,7,Saturday
4445114986,2016-05-04,1.96,2923,0,0,2070,4,Wednesday
4445114986,2016-05-06,3.03,4514,0,0,2211,6,Friday
4445114986,2016-05-09,3.54,5275,0,0,2281,2,Monday
4445114986,2016-05-10,2.63,3915,0,0,2181,3,Tuesday
4445114986,2016-05-12,0.52,768,0,0,1212,5,Thursday
4558609924,2016-04-12,3.39,5135,0,0,1909,3,Tuesday
4558609924,2016-04-14,4.49,6799,0,0,1922,5,Thursday
4558609924,2016-04-20,3.17,4803,0,0,1788,4,Wednesday
4558609924,2016-04-24,5.66,8563,0,0,2173,1,Sunday
4558609924,2016-05-01,2.27,3428,0,0,1692,1,Sunday
4558609924,2016-05-02,5.22,7891,0,0,2066,2,Monday
4558609924,2016-05-04,3.46,5232,0,0,1842,4,Wednesday
4558609924,2016-05-06,2.48,3755,0,0,1722,6,Friday
4558609924,2016-05-12,4.17,6307,0,0,1452,5,Thursday
4702921684,2016-04-12,5.88,7213,0,0,2947,3,Tuesday
4702921684,2016-04-13,5.58,6877,0,0,2898,4,Wednesday
4702921684,2016-04-14,6.37,7860,0,0,2984,5,Thursday
4702921684,2016-04-22,1.35,1664,0,0,2241,6,Friday
4702921684,2016-05-03,7.67,9454,0,0,3145,3,Tuesday
4702921684,2016-05-09,6.68,8232,0,0,2990,2,Monday
4702921684,2016-05-12,2.23,2752,0,0,1240,5,Thursday
5553957443,2016-04-13,3.16,4832,0,0,1718,4,Wednesday
5553957443,2016-04-16,3.77,5771,0,0,1831,7,Saturday
5553957443,2016-04-17,0.43,655,0,0,1397,1,Sunday
5553957443,2016-04-18,2.43,3727,0,0,1683,2,Monday
5553957443,2016-04-20,1.77,2713,0,0,1570,4,Wednesday
5553957443,2016-04-23,2.69,4112,0,0,1776,7,Saturday
5553957443,2016-04-24,1.18,1807,0,0,1507,1,Sunday
5553957443,2016-04-30,0.78,1202,0,0,1463,7,Saturday
5553957443,2016-05-01,3.37,5164,0,0,1747,1,Sunday
5553957443,2016-05-04,2.77,4249,0,0,1698,4,Wednesday
5553957443,2016-05-07,1.22,1868,0,0,1494,7,Saturday
5553957443,2016-05-11,3.22,4926,0,0,1693,4,Wednesday
6117666160,2016-04-15,10.59,14019,0,0,2865,6,Friday
6117666160,2016-04-17,5.4,7150,0,0,2225,1,Sunday
6117666160,2016-04-19,8.41,11135,0,0,2606,3,Tuesday
6117666160,2016-04-22,6.2,8206,0,0,2409,6,Friday
6117666160,2016-04-23,8.68,11495,0,0,2651,7,Saturday
6117666160,2016-04-24,5.76,7623,0,0,2305,1,Sunday
6117666160,2016-04-26,7.21,9543,0,0,2450,3,Tuesday
6117666160,2016-04-27,7.11,9411,0,0,2576,4,Wednesday
6117666160,2016-04-29,7.24,9592,0,0,2560,6,Friday
6117666160,2016-04-30,5.28,6987,0,0,2275,7,Saturday
6117666160,2016-05-01,6.73,8915,0,0,2361,1,Sunday
6117666160,2016-05-02,3.73,4933,0,0,2044,2,Monday
6117666160,2016-05-04,2.26,2997,0,0,1902,4,Wednesday
6117666160,2016-05-05,7.4,9799,0,0,2636,5,Thursday
6117666160,2016-05-07,5.54,7336,0,0,2469,7,Saturday
6117666160,2016-05-08,5.53,7328,0,0,2250,1,Sunday
6117666160,2016-05-09,3.38,4477,0,0,1248,2,Monday
6290855005,2016-04-12,3.45,4562,0,0,2560,3,Tuesday
6290855005,2016-04-13,5.4,7142,0,0,2905,4,Wednesday
6290855005,2016-04-14,5.8,7671,0,0,2952,5,Thursday
6290855005,2016-04-15,7.18,9501,0,0,2896,6,Friday
6290855005,2016-04-16,6.28,8301,0,0,2783,7,Saturday
6290855005,2016-04-18,5.21,6885,0,0,2766,2,Monday
6290855005,2016-04-19,5.4,7142,0,0,2839,3,Tuesday
6290855005,2016-04-20,4.81,6361,0,0,2701,4,Wednesday
6290855005,2016-04-22,4.72,6238,0,0,2796,6,Friday
6290855005,2016-04-24,4.46,5896,0,0,2703,1,Sunday
6290855005,2016-04-27,4.21,5565,0,0,2743,4,Wednesday
6290855005,2016-04-30,5.1,6744,0,0,2843,7,Saturday
6290855005,2016-05-02,5.13,6781,0,0,2725,2,Monday
6290855005,2016-05-03,4.57,6047,0,0,2671,3,Tuesday
6290855005,2016-05-04,4.41,5832,0,0,2718,4,Wednesday
6290855005,2016-05-05,4.79,6339,0,0,2682,5,Thursday
6290855005,2016-05-06,4.62,6116,0,0,2806,6,Friday
6290855005,2016-05-07,4.17,5510,0,0,2613,7,Saturday
6290855005,2016-05-08,5.83,7706,0,0,2712,1,Sunday
6290855005,2016-05-09,4.75,6277,0,0,2175,2,Monday
6775888955,2016-04-15,0.92,1282,0,0,2127,6,Friday
6775888955,2016-04-22,0.46,637,0,0,1922,6,Friday
6962181067,2016-04-14,1.03,1551,0,0,1466,5,Thursday
6962181067,2016-04-15,3.68,5563,0,0,1756,6,Friday
6962181067,2016-04-24,3.32,5029,0,0,1705,1,Sunday
6962181067,2016-05-01,3.61,5454,0,0,1740,1,Sunday
6962181067,2016-05-07,4.5,6815,0,0,1947,7,Saturday
6962181067,2016-05-08,2.77,4188,0,0,1659,1,Sunday
6962181067,2016-05-12,2.37,3587,0,0,928,5,Thursday
7007744171,2016-04-15,3.53,5273,0,0,2098,6,Friday
7007744171,2016-04-16,3.1,4631,0,0,2076,7,Saturday
7007744171,2016-04-17,5.39,8059,0,0,2383,1,Sunday
7007744171,2016-04-24,7.42,11085,0,0,2667,1,Sunday
7007744171,2016-04-30,2.52,3761,0,0,2051,7,Saturday
7007744171,2016-05-01,3.75,5600,0,0,2225,1,Sunday
7086361926,2016-04-23,1.81,2817,0,0,1965,7,Saturday
7086361926,2016-04-24,2.16,3520,0,0,2049,1,Sunday
8053475328,2016-05-01,0.85,1170,0,0,1886,1,Sunday
8053475328,2016-05-02,1.43,1969,0,0,1988,2,Monday
8253242879,2016-04-15,1.77,2672,0,0,1632,6,Friday
8253242879,2016-04-19,2.78,4212,0,0,1763,3,Tuesday
8253242879,2016-04-22,1.87,2824,0,0,1651,6,Friday
8378563200,2016-04-17,1.69,2132,0,0,2572,1,Sunday
8378563200,2016-04-24,2.94,3703,0,0,2741,1,Sunday
8378563200,2016-04-30,2.34,2946,0,0,2660,7,Saturday
8378563200,2016-05-07,3.54,4468,0,0,2799,7,Saturday
8378563200,2016-05-08,2.33,2943,0,0,2685,1,Sunday
8583815059,2016-04-14,2.45,3135,0,0,2443,5,Thursday
8583815059,2016-04-16,4.15,5319,0,0,2693,7,Saturday
8583815059,2016-04-17,2.35,3008,0,0,2439,1,Sunday
8583815059,2016-04-20,4.11,5273,0,0,2647,4,Wednesday
8583815059,2016-04-28,4.82,6174,0,0,2757,5,Thursday
8583815059,2016-05-02,6.61,8469,0,0,2894,2,Monday
8583815059,2016-05-03,9.37,12015,0,0,3212,3,Tuesday
8583815059,2016-05-04,2.8,3588,0,0,2516,4,Wednesday
8583815059,2016-05-05,9.69,12427,0,0,3266,5,Thursday
8583815059,2016-05-07,4.77,6117,0,0,2810,7,Saturday
8792009665,2016-04-12,1.64,2564,0,0,2044,3,Tuesday
8792009665,2016-04-13,0.84,1320,0,0,1934,4,Wednesday
8792009665,2016-04-14,0.78,1219,0,0,1963,5,Thursday
8792009665,2016-04-15,1.59,2483,0,0,2009,6,Friday
8792009665,2016-04-16,0.16,244,0,0,1721,7,Saturday
8792009665,2016-04-20,2.01,3147,0,0,2188,4,Wednesday
8792009665,2016-04-21,0.09,144,0,0,1720,5,Thursday
8792009665,2016-04-26,0.85,1321,0,0,1928,3,Tuesday
8792009665,2016-04-27,1.13,1758,0,0,2067,4,Wednesday
8792009665,2016-04-28,3.94,6157,0,0,2780,5,Thursday
8792009665,2016-05-01,1.04,1619,0,0,1962,1,Sunday
8792009665,2016-05-02,1.17,1831,0,0,2015,2,Monday
8792009665,2016-05-03,1.55,2421,0,0,2297,3,Tuesday
8792009665,2016-05-04,1.46,2283,0,0,2067,4,Wednesday
8877689391,2016-04-17,8.87,15118,0,58,3545,1,Sunday
8877689391,2016-04-23,7.43,11200,0,102,3891,7,Saturday
8877689391,2016-05-02,3.64,4790,0,0,2189,2,Monday
1644430081,2016-04-14,8.02,11037,0.36,5,3226,5,Thursday
1644430081,2016-04-19,8.18,11256,0.36,5,3300,3,Tuesday
2320127002,2016-05-02,2.45,3634,0.36,5,1613,2,Monday
8253242879,2016-04-25,4.51,6829,0.36,7,1909,2,Monday
2873212765,2016-04-30,5.68,8452,0.33,5,1830,7,Saturday
8253242879,2016-04-20,4.27,6466,0.33,5,1931,4,Wednesday
8378563200,2016-04-27,5.84,7359,0.33,4,3061,4,Wednesday
8792009665,2016-04-30,4.59,7174,0.33,10,2896,7,Saturday
1927972279,2016-05-01,1.87,2704,1.01,14,2411,1,Sunday
4319703577,2016-04-28,7.28,10817,1.01,13,2367,5,Thursday
4388161847,2016-05-01,7.89,10255,1.01,12,2926,1,Sunday
4558609924,2016-05-05,7.01,10611,1.01,14,2262,5,Thursday
4020332650,2016-04-12,6.12,8539,0.15,4,3654,3,Tuesday
8583815059,2016-04-13,4.35,5571,0.15,2,2654,4,Wednesday
8583815059,2016-04-24,6.46,8286,0.15,2,2889,1,Sunday
8583815059,2016-04-30,7.87,10085,0.15,2,3164,7,Saturday
3977333714,2016-04-16,9,13459,2.03,31,1625,7,Saturday
6117666160,2016-04-20,8.02,10449,2.03,26,2536,4,Wednesday
7086361926,2016-04-14,6.12,9123,2.03,35,2734,5,Thursday
2022484408,2016-05-05,8.35,11895,2.79,55,2609,5,Thursday
4388161847,2016-05-04,9.52,12375,2.79,35,3162,4,Wednesday
5553957443,2016-04-29,8.33,12764,2.79,46,2169,6,Friday
7086361926,2016-04-28,7.8,11584,2.79,54,2862,5,Thursday
2347167796,2016-04-17,3.62,5472,0.08,1,1882,1,Sunday
4702921684,2016-05-06,5.63,6943,0.08,1,2859,6,Friday
4702921684,2016-05-10,8.61,10613,0.08,1,3172,3,Tuesday
8877689391,2016-05-07,8.13,12332,0.08,105,4142,7,Saturday
1644430081,2016-04-28,6.84,9405,0.2,3,3108,5,Thursday
3977333714,2016-04-20,7.83,11658,0.2,2,1554,4,Wednesday
4020332650,2016-05-09,3.27,4556,0.2,3,2785,2,Monday
4319703577,2016-05-11,6.13,9129,0.2,3,2232,4,Wednesday
2873212765,2016-04-21,5.98,8859,0.13,2,1970,5,Thursday
6775888955,2016-05-07,1.41,1967,0.13,2,1032,7,Saturday
7007744171,2016-04-23,5.41,8093,0.13,2,2284,7,Saturday
3977333714,2016-05-11,0.5,746,0.37,4,52,4,Wednesday
4388161847,2016-04-21,7.73,10055,0.37,7,3069,5,Thursday
4702921684,2016-05-07,11.65,14370,0.37,5,3683,7,Saturday
8583815059,2016-05-11,6.79,8701,0.37,5,2804,4,Wednesday
2320127002,2016-04-21,2.29,3404,0.06,1,1610,5,Thursday
2873212765,2016-05-03,4.98,7412,0.06,1,1906,3,Tuesday
4319703577,2016-04-22,3.02,4500,0.06,1,1886,6,Friday
4319703577,2016-04-24,2.74,4081,0.06,1,1880,1,Sunday
4388161847,2016-04-13,8.45,10993,0.06,1,3092,4,Wednesday
6775888955,2016-04-28,0.5,703,0.06,2,1993,5,Thursday
3372868164,2016-04-14,6.03,8844,0.34,6,2065,5,Thursday
4388161847,2016-05-09,7.86,10218,0.34,6,3013,2,Monday
4558609924,2016-04-23,4.55,6890,0.34,5,2085,7,Saturday
4702921684,2016-05-04,6.62,8161,0.34,4,3004,4,Wednesday
2347167796,2016-04-20,7.27,10999,0.68,11,2198,4,Wednesday
3977333714,2016-05-08,9.09,13585,0.68,9,1633,1,Sunday
4702921684,2016-05-08,10.43,12857,0.68,9,3287,1,Sunday
6290855005,2016-04-25,5.9,7802,0.68,8,2771,2,Monday
4020332650,2016-04-15,1.35,1882,0.21,36,2951,6,Friday
4057192912,2016-04-15,2.95,3984,0.21,3,1527,6,Friday
4319703577,2016-05-10,6.37,9487,0.21,3,2260,3,Tuesday
4388161847,2016-04-16,5.06,6580,0.21,6,3073,7,Saturday
4319703577,2016-05-04,7.02,10429,0.59,8,2282,4,Wednesday
4558609924,2016-04-15,5.15,7795,0.59,17,2121,6,Friday
4558609924,2016-04-25,5.35,8095,0.59,18,2225,2,Monday
1644430081,2016-05-02,2.73,3758,0.07,1,2580,2,Monday
1927972279,2016-04-24,1.45,2090,0.07,1,2324,1,Sunday
2347167796,2016-04-15,6.92,10465,0.07,1,2133,6,Friday
2873212765,2016-04-18,5.24,7762,0.07,1,1890,2,Monday
3977333714,2016-05-10,8.78,13072,0.07,1,1630,3,Tuesday
4319703577,2016-04-18,1.55,2276,0.07,1,1632,2,Monday
4702921684,2016-04-15,5.28,6506,0.07,1,2896,6,Friday
8583815059,2016-04-26,8.19,10499,0.07,1,3093,3,Tuesday
1644430081,2016-04-12,7.77,10694,0.14,2,3199,3,Tuesday
1844505072,2016-04-17,2.99,4525,0.14,2,1793,1,Sunday
4319703577,2016-05-09,6.96,10378,0.14,2,2345,2,Monday
8583815059,2016-05-06,4.56,5843,0.14,2,2683,6,Friday
8792009665,2016-04-29,5.35,8360,0.14,6,3101,6,Friday
3977333714,2016-04-28,4.88,7114,1.37,15,1407,5,Thursday
4388161847,2016-04-19,7.83,10181,1.37,20,3015,3,Tuesday
4558609924,2016-04-22,6.35,9601,1.37,20,2094,6,Friday
5553957443,2016-04-12,7.57,11596,1.37,19,2026,3,Tuesday
4319703577,2016-04-13,5.5,8204,0.53,8,2135,4,Wednesday
4388161847,2016-05-11,7.84,10201,0.53,8,2954,4,Wednesday
8583815059,2016-04-19,4.44,5697,0.53,7,2668,3,Tuesday
8583815059,2016-04-23,7.35,9423,0.53,7,3012,7,Saturday
1503960366,2016-04-29,7.15,11181,1.06,16,1837,6,Friday
3372868164,2016-04-30,3.58,5250,1.06,17,1946,7,Saturday
4702921684,2016-04-29,8.05,9930,1.06,12,3165,6,Friday
5553957443,2016-05-02,6.38,9769,1.06,23,1996,2,Monday
1503960366,2016-05-12,0,0,0,0,0,5,Thursday
1844505072,2016-04-24,0,0,0,0,1347,1,Sunday
1844505072,2016-04-25,0,0,0,0,1347,2,Monday
1844505072,2016-04-26,0,0,0,0,1347,3,Tuesday
1844505072,2016-04-27,0,4,0,0,1348,4,Wednesday
